movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score,producer_score
Ice Age: Dawn of the Dinosaurs,50,2009-07-01,218196812.55,2009-07-01,87.0,PG,Animation,Fox,Carlos Saldanha,John C. Donkin,99900000.0,4102.0,"Ray Romano ,(Voice),John Leguizamo, ,(Voice),Denis Leary ,(Voice),Queen Latifah, ,(Voice),Simon Pegg, ,(Voice),Kristen Wiig*, ,(Voice),Joey King*",Yoni Brenner,,John Powell,7,2009,1.11,53192.7870673,231660753.69,156404014.64
Ice Age: The Meltdown,58,2006-03-31,230490132.78,2006-03-31,90.0,PG,Animation,Fox,Carlos Saldanha,"Christopher Meledandri, ,(executive),Chris Wedge, ,(executive)",94400000.0,3969.0,"Ray Romano,John Leguizamo,Denis Leary,Queen Latifah",,,John Powell,3,2006,1.18,58072.5958125,232831374.6,152697217.413
Identity,64,2003-04-25,67285801.44,2003-04-25,87.0,R,Thriller,Sony / Columbia,James Mangold,Cathy Konrad,36120000.0,2733.0,"John Cusack,Alfred Molina,Amanda Peet",,,Alan Silvestri,4,2003,1.29,24619.759034,46823161.7413,51862050.09
Identity Thief,35,2013-02-08,137197058.4,2013-02-08,111.0,R,Comedy,Universal,Seth Gordon,"Pamela Abdy,Jason Bateman,Scott Stuber",35700000.0,3230.0,"Jason Bateman,Melissa McCarthy,Jon Favreau,Amanda Peet,T.I.,Genesis Rodriguez,Morris Chestnut,John Cho",Craig Mazin,,Christopher Lennertz,2,2013,1.02,42475.8694737,96787840.4433,80430316.9431
If I Stay,46,2014-08-22,50979591.43,2014-08-22,106.0,PG-13,Drama,Warner Bros. (New Line),R.J. Cutler,"Denise Di Novi,Alison Greenspan",11110000.0,3157.0,"Chloe Moretz,Mireille Enos,Stacy Keach",Shauna Cross,,Heitor Pereira,8,2014,1.01,16148.1125847,206406905.22,53411343.7392
Imagine That,54,2009-06-12,17896888.53,2009-06-12,107.0,PG,Fantasy Comedy,Paramount,,"Lorenzo di Bonaventura,Ed Solomon",61050000.0,3011.0,Eddie Murphy,Ed Solomon,,Mark Mancina,6,2009,1.11,5943.8354467,139056879.236,101292924.749
Immortals,46,2011-11-11,88514258.02,2011-11-11,110.0,R,Fantasy Drama,Relativity,Tarsem,"Mark Canton,Ryan Kavanaugh,Gianni Nunnari,Tucker Tooley, ,(executive)",79500000.0,3120.0,"Henry Cavill,Stephen Dorff,Isabel Lucas,Freida Pinto,Luke Evans,Kellan Lutz,John Hurt,Mickey Rourke",,,Trevor Morris,11,2011,1.06,28369.9544936,163428063.744,117855248.212
In & Out,70,1997-09-19,63856929.0,1997-09-19,92.0,PG-13,Comedy,Paramount,Frank Oz,Scott Rudin,35000000.0,2452.0,"Matt Dillon,Kevin Kline",Paul Rudnick,,Marc Shaiman,9,1997,1.0,26042.79323,2521070.33333,64518575.6667
In the Bedroom,86,2001-11-23,48147009.36,2001-11-23,130.0,R,Drama,Miramax,Todd Field,"Todd Field,Ted Hope, ,(executive),Ross Katz,Graham Leader",2278000.0,1103.0,"Tom Wilkinson,Sissy Spacek,Marisa Tomei",,,Thomas Newman,11,2001,1.34,43650.9604352,83061730.285,4622562.82
In Time,53,2011-10-28,39771300.7,2011-10-28,109.0,PG-13,Sci-Fi Thriller,Fox,Andrew Niccol,"Marc Abraham,Arnon Milchan, ,(executive),Eric Newman,Andrew Niccol",42400000.0,3127.0,"Justin Timberlake,Amanda Seyfried,Cillian Murphy,Vincent Kartheiser,Johnny Galecki,Olivia Wilde,Alex Pettyfer",Andrew Niccol,Roger Deakins,Craig Armstrong,10,2011,1.06,12718.6762712,139863881.604,66734586.6385
Inception,74,2010-07-16,318908052.55,2010-07-16,148.0,PG-13,Sci-Fi Action,Warner Bros.,Christopher Nolan,"Christopher Nolan,Emma Thomas,Thomas Tull, ,(executive)",174400000.0,3792.0,"Leonardo DiCaprio,Ken Watanabe,Joseph Gordon-Levitt,Marion Cotillard,Ellen Page,Tom Hardy,Cillian Murphy,Tom Berenger,Michael Caine,Lukas Haas*",Christopher Nolan,Wally Pfister,Hans Zimmer,7,2010,1.09,84100.2248286,153080279.128,218242916.007
Indiana Jones and the Kingdom of the Crystal Skull,65,2008-05-22,351982242.09,2008-05-22,120.0,PG-13,Period Adventure,Paramount,Steven Spielberg,"George Lucas, ,(Executive),Frank Marshall",205350000.0,4264.0,"Harrison Ford,Cate Blanchett,Karen Allen,Shia LaBeouf,Ray Winstone,John Hurt,Jim Broadbent*","David Koepp,George Lucas, ,(story),Jeff Nathanson, ,(story)",,John Williams,5,2008,1.11,82547.4301337,185784193.77,285408419.343
Indiana Jones and the Temple of Doom,57,1984-05-23,179870271.0,1984-05-23,118.0,PG,Period Adventure,Paramount,Steven Spielberg,"Kathleen Kennedy, ,(associate),George Lucas, ,(Executive),Frank Marshall, ,(executive)",28000000.0,1687.0,Harrison Ford,George Lucas,,John Williams,5,1984,1.0,106621.381743,245366881.0,359197037.0
Inglourious Basterds,69,2009-08-21,133800198.09,2009-08-21,152.0,R,War,Weinstein Company,Quentin Tarantino,Lawrence Bender,77700000.0,3358.0,"Brad Pitt,Mike Myers,Diane Kruger,Christoph Waltz,Melanie Laurent,Til Schweiger,Michael Fassbender",Quentin Tarantino,,,8,2009,1.11,39845.2049107,242207179.85,44186775.9925
Inside Man,76,2006-03-24,104445924.1,2006-03-24,128.0,R,Crime Thriller,Universal,Spike Lee,"Brian Grazer,Jon Kilik, ,(executive)",53100000.0,2867.0,"Denzel Washington,Clive Owen,Jodie Foster,Willem Dafoe,Chiwetel Ejiofor,Christopher Plummer",,,Terence Blanchard,3,2006,1.18,36430.3885943,126966528.825,105563285.245
Inside Out,28,2011-09-09,356461711.0,2015-06-19,94.0,PG,Animation,Buena Vista,Pete Docter,"John Lasseter, ,(executive),Jonas Rivera",175000000.0,4158.0,"Amy Poehler ,(Voice),Bill Hader ,(Voice),Mindy Kaling, ,(Voice),Phyllis Smith ,(Voice),Lewis Black ,(Voice),Diane Lane, ,(Voice),Kyle MacLachlan ,(Voice)","Josh Cooley,Pete Docter,Meg LaFauve",,Michael Giacchino,6,2015,1.0,85729.1272246,154676238.978,325234622.04
Inside Out,94,2015-06-19,356461711.0,2015-06-19,94.0,PG,Animation,Buena Vista,Pete Docter,"John Lasseter, ,(executive),Jonas Rivera",175000000.0,4158.0,"Amy Poehler ,(Voice),Bill Hader ,(Voice),Mindy Kaling, ,(Voice),Phyllis Smith ,(Voice),Lewis Black ,(Voice),Diane Lane, ,(Voice),Kyle MacLachlan ,(Voice)","Josh Cooley,Pete Docter,Meg LaFauve",,Michael Giacchino,6,2015,1.0,85729.1272246,154676238.978,325234622.04
Insomnia,78,2002-05-24,88909277.16,2002-05-24,118.0,R,Thriller,Warner Bros.,Christopher Nolan,"Broderick Johnson,Andrew A. Kosove,Steven Soderbergh, ,(executive),Emma Thomas, ,(Co-producer)",60720000.0,2610.0,"Al Pacino,Robin Williams,Hilary Swank,Martin Donovan",,Wally Pfister,David Julyan,5,2002,1.32,34064.8571494,91692260.7982,106777640.523
Inspector Gadget,36,1999-07-23,139286450.16,1999-07-23,78.0,PG,Family Adventure,Buena Vista,,"Roger Birnbaum,Jonathan Glickman, ,(executive),Jordan Kerner,Ralph Winter, ,(executive producer)",128700000.0,2877.0,"Matthew Broderick,Michelle Trachtenberg",Zak Penn,,John Debney,7,1999,1.43,48413.7817727,132680017.157,78007797.0
Interstellar,74,2014-11-05,189900217.17,2014-11-05,169.0,PG-13,Sci-Fi Adventure,Paramount,Christopher Nolan,"Christopher Nolan,Lynda Obst,Emma Thomas,Thomas Tull, ,(executive)",166650000.0,3561.0,"Matthew McConaughey,Anne Hathaway,Jessica Chastain,Bill Irwin,John Lithgow,Casey Affleck,Wes Bentley,Topher Grace,David Oyelowo*,Ellen Burstyn,Michael Caine,Matt Damon*","Christopher Nolan,Jonathan Nolan",,Hans Zimmer,11,2014,1.01,53327.7779191,147135512.121,251402917.711
Into the Woods,69,2014-12-25,129282395.72,2014-12-25,124.0,PG,Musical,Buena Vista,Rob Marshall,"John DeLuca,Rob Marshall,Marc Platt",50500000.0,2833.0,"Meryl Streep,Emily Blunt,Anna Kendrick,Chris Pine,Johnny Depp,James Corden",James Lapine,,,12,2014,1.01,45634.4496011,124020737.295,138688770.635
Invictus,74,2009-12-11,41615414.04,2009-12-11,132.0,PG-13,Drama,Warner Bros.,Clint Eastwood,"Gary Barber, ,(executive),Roger Birnbaum, ,(executive),Robert Lorenz,Tim Moore, ,(executive)",66600000.0,2170.0,"Matt Damon,Morgan Freeman",,,,12,2009,1.11,19177.6101567,120603642.42,102028482.72
Iron Man,79,2008-05-02,353437432.11,2008-05-02,126.0,PG-13,Action / Adventure,Paramount,Jon Favreau,"Avi Arad,Peter Billingsley ,(executive),Louis D'Esposito, ,(executive),Jon Favreau, ,(executive),Kevin Feige,Stan Lee, ,(executive),David Maisel, ,(executive)",155400000.0,4154.0,"Robert Downey, Jr.,Terrence Howard,Gwyneth Paltrow,Jeff Bridges,Clark Gregg,Paul Bettany*, ,(Voice),Jon Favreau*,Samuel L. Jackson*, ,(Cameo)","Mark Fergus,Hawk Ostby",,Ramin Djawadi,5,2008,1.11,85083.6379658,307838111.814,212336551.749
Iron Man 2,57,2010-05-07,340552330.79,2010-05-07,125.0,PG-13,Action / Adventure,Paramount,Jon Favreau,"Louis D'Esposito, ,(executive),Susan Downey, ,(executive),Jon Favreau, ,(executive),Kevin Feige,Alan Fine, ,(executive),Stan Lee, ,(executive),David Maisel, ,(executive),Denis L. Stewart, ,(executive)",218000000.0,4390.0,"Robert Downey, Jr.,Don Cheadle,Scarlett Johansson,Gwyneth Paltrow,Sam Rockwell,Mickey Rourke,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling,Paul Bettany*, ,(Voice),Kate Mara*,Jon Favreau*",,,John Debney,5,2010,1.09,77574.5628223,353437432.11,251536552.77
Iron Man 3,62,2013-05-03,417194273.88,2013-05-03,129.0,PG-13,Action / Adventure,Buena Vista,Shane Black,"Victoria Alonso, ,(executive),Louis D'Esposito, ,(executive),Jon Favreau, ,(executive),Kevin Feige,Alan Fine, ,(executive),Stan Lee, ,(executive),Dan Mintz, ,(executive)",204000000.0,4253.0,"Robert Downey, Jr.,Gwyneth Paltrow,Don Cheadle,Guy Pearce,Rebecca Hall,James Badge Dale,Jon Favreau,Ben Kingsley,Paul Bettany*, ,(Voice),Mark Ruffalo*, ,(Cameo)","Shane Black,Drew Pearce",,Brian Tyler,5,2013,1.02,98094.1156548,447427329.767,648292226.4
Iron Monkey,79,2001-10-12,19691171.36,2001-10-12,85.0,PG-13,Action,Miramax,,Quentin Tarantino,14740000.0,1235.0,Donnie Yen,,,James L. Venable,10,2001,1.34,15944.2683077,17680364.04,8768399.0
Isn't She Great,34,2000-01-28,4088201.7,2000-01-28,96.0,R,Comedy / Drama,Universal,,"Mark Gordon, ,(executive),Cathy Schulman*, ,(associate)",60720000.0,750.0,"Bette Midler,Amanda Peet",Paul Rudnick,,,1,2000,1.38,5450.9356,29852632.6667,125443178.321
It's Complicated,57,2009-12-25,125136266.25,2009-12-25,118.0,R,Romantic Comedy,Universal,Nancy Meyers,"Nancy Meyers,Scott Rudin",94350000.0,2955.0,"Meryl Streep,Steve Martin,Alec Baldwin,Lake Bell,John Krasinski,Zoe Kazan",Nancy Meyers,John Toll,"Heitor Pereira,Hans Zimmer",12,2009,1.11,42347.2982234,92110040.9793,162595183.167
It's Kind of a Funny Story,63,2010-10-08,6936354.52,2010-10-08,101.0,PG-13,Drama,Focus Features,,Kevin Misher,8720000.0,757.0,"Keir Gilchrist,Emma Roberts,Zach Galifianakis,Viola Davis,Lauren Graham,Thomas Mann*","Anna Boden,Ryan Fleck",,,10,2010,1.09,9162.95180978,126748810.83,78538925.006
J. Edgar,59,2011-11-09,39544391.8,2011-11-09,137.0,R,Drama,Warner Bros.,Clint Eastwood,"Clint Eastwood,Brian Grazer,Ron Howard,Robert Lorenz,Tim Moore, ,(executive)",37100000.0,1985.0,"Leonardo DiCaprio,Naomi Watts,Judi Dench,Armie Hammer,Josh Lucas",Dustin Lance Black,,,11,2011,1.06,19921.6079597,168155531.257,106995352.912
Jack and Jill,23,2011-11-11,78607646.42,2011-11-11,91.0,PG,Comedy,Sony / Columbia,Dennis Dugan,"Allen Covert ,(executive),Todd Garner,Jack Giarraputo,Tim Herlihy, ,(executive),Steve Koren, ,(executive),Adam Sandler,Robert Smigel, ,(executive)",83740000.0,3438.0,"Adam Sandler,Katie Holmes,Al Pacino,Nick Swardson,Allen Covert,David Spade*,Norm MacDonald*,Eugenio Derbez",Steve Koren,,Rupert Gregson-Williams,11,2011,1.06,22864.3532344,117605665.736,190280120.477
Jack Reacher,50,2012-12-21,83273565.44,2012-12-21,130.0,PG-13,Crime Drama,Paramount,Christopher McQuarrie,"Tom Cruise,David Ellison,Dana Goldberg,Paul Schwake, ,(executive),Paula Wagner",62400000.0,3352.0,"Tom Cruise,Rosamund Pike,Richard Jenkins,David Oyelowo,Werner Herzog,Jai Courtney,Robert Duvall",Christopher McQuarrie,,,12,2012,1.04,24842.9491169,131636272.424,150550546.978
Jack Ryan: Shadow Recruit,57,2014-01-17,51083186.12,2014-01-17,100.0,PG-13,Action Thriller,Paramount,Kenneth Branagh,"Lorenzo di Bonaventura,Dana Goldberg, ,(executive),Mark Vahradian",60600000.0,3387.0,"Chris Pine,Keira Knightley,Kevin Costner,Kenneth Branagh","Adam Cozad,David Koepp",,Patrick Doyle,1,2014,1.01,15082.1334869,200246487.504,192946259.236
Jack the Giant Slayer,51,2013-03-01,66491355.06,2013-03-01,114.0,PG-13,Adventure,Warner Bros. (New Line),Bryan Singer,"Jon Jashni, ,(executive),Neal H. Moritz",198900000.0,3525.0,"Ewen Bremner,Warwick Davis,Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor,Stanley Tucci,Eddie Marsan,Ian McShane,Bill Nighy* ,(Voice)","Darren Lemke,Christopher McQuarrie",,John Ottman,3,2013,1.02,18862.7957617,253236023.4,105874885.223
Jackass 3-D,56,2010-10-15,127780364.28,2010-10-15,94.0,R,Comedy,Paramount,Jeff Tremaine,"Spike Jonze,Jeff Tremaine",21800000.0,3139.0,Johnny Knoxville,,,,10,2010,1.09,40707.3476521,98013792.9267,85347946.0
Jackass Presents: Bad Grandpa,54,2013-10-25,104043079.38,2013-10-25,93.0,R,Comedy,Paramount,Jeff Tremaine,"Spike Jonze,Johnny Knoxville,Jeff Tremaine",15300000.0,3345.0,Johnny Knoxville,"Spike Jonze*, ,(story),Johnny Knoxville,Jeff Tremaine",,,10,2013,1.02,31104.0596054,81993371.8156,99492085.4267
Jackie Brown,64,1997-12-25,39673162.0,1997-12-25,151.0,R,Crime,Miramax,Quentin Tarantino,Lawrence Bender,12000000.0,1642.0,"Samuel L. Jackson,Michael Keaton,Robert DeNiro,Chris Tucker*",Quentin Tarantino,,,12,1997,1.0,24161.4872107,145523320.0,28150247.6
Jarhead,58,2005-11-04,76443028.4,2005-11-04,115.0,R,War Drama,Universal,Sam Mendes,"Bobby Cohen, ,(executive),Lucy Fisher,Sam Mercer, ,(executive),Douglas Wick",87840000.0,2448.0,"Jake Gyllenhaal,Peter Sarsgaard,Jamie Foxx,Lucas Black,Chris Cooper,John Krasinski*",,Roger Deakins,Thomas Newman,11,2005,1.22,31226.7272876,99537322.8033,205179450.827
Jennifer's Body,47,2009-09-18,17987320.23,2009-09-18,102.0,R,Horror Comedy,Fox,Karyn Kusama,"Diablo Cody, ,(executive),Mason Novick,Jason Reitman",17760000.0,2738.0,"Chris Pratt,Megan Fox,Amanda Seyfried",Diablo Cody,,Theodore Shapiro,9,2009,1.11,6569.51067568,272187237.457,90533993.1833
Jerry Maguire,77,1996-12-13,153952592.0,1996-12-13,138.0,R,Comedy / Drama,Sony / Columbia,Cameron Crowe,"Laurence Mark,Richard Sakai",50000000.0,2531.0,"Tom Cruise,Cuba Gooding, Jr.,Renee Zellweger,Kelly Preston,Jerry O'Connell*,Jay Mohr,Bonnie Hunt,Regina King,Lucy Liu*",Cameron Crowe,,,12,1996,1.0,60826.7846701,120472949.0,10017322.0
Jersey Boys,54,2014-06-20,47517483.13,2014-06-20,134.0,R,Musical,Warner Bros.,Clint Eastwood,"Clint Eastwood,Tim Headington,Graham King,Robert Lorenz,Tim Moore, ,(executive),Brett Ratner, ,(executive)",40400000.0,2905.0,Christopher Walken,,,,6,2014,1.01,16357.1370499,78740406.6011,77684920.5353
Joe Dirt,20,2001-04-11,36297511.3,2001-04-11,91.0,PG-13,Comedy,Sony / Columbia,,"Jack Giarraputo, ,(executive),Adam Sandler, ,(executive),Robert Simonds",23718000.0,2638.0,"David Spade,Christopher Walken",Fred Wolf,John R. Leonetti,,4,2001,1.34,13759.48116,47300481.5743,135862390.5
Joe Somebody,42,2001-12-19,30514005.64,2001-12-21,98.0,PG,Comedy,Fox,,"Anne Kopelson,Arnold Kopelson,Arnon Milchan, ,(executive producer)",50920000.0,2517.0,"Tim Allen,Julie Bowen,Kelly Lynch,Hayden Panettiere",,"Daryn Okada, ,(director of photography)",,12,2001,1.34,12123.1647358,159603556.38,77311442.38
John Carter,51,2012-03-09,76001224.0,2012-03-09,132.0,PG-13,Sci-Fi Adventure,Buena Vista,Andrew Stanton,Colin Wilson,260000000.0,3749.0,"James Purefoy,Taylor Kitsch,Lynn Collins,Samantha Morton ,(Voice),Willem Dafoe, ,(Voice),Thomas Haden Church, ,(Voice),Mark Strong,Ciaran Hinds,Dominic West,Bryan Cranston*,Daryl Sabara*","Mark Andrews,Michael Chabon,Andrew Stanton",,Michael Giacchino,3,2012,1.04,20272.3990397,159727599.644,157335594.706
John Wick,68,2014-10-24,43468213.35,2014-10-24,96.0,R,Action,Lionsgate/Summit,,"Basil Iwanyk,David Leitch,Eva Longoria,Keanu Reeves, ,(executive),Chad Stahelski,Mike Witherill",20200000.0,2589.0,"Keanu Reeves,Adrianne Palicki,Willem Dafoe,Michael Nyqvist,Bridget Moynahan,Ian McShane,Jason Isaacs,Alfie Allen,Lance Reddick",Derek Kolstad,,,10,2014,1.01,16789.5764195,116806870.609,93749955.95
Johnny English,51,2003-07-18,36226252.14,2003-07-18,88.0,PG,Comedy,Universal,,"Tim Bevan,Eric Fellner",51600000.0,2236.0,"Rowan Atkinson,John Malkovich","Neal Purvis,Robert Wade",,Ed Shearmur,7,2003,1.29,16201.365,257601928.74,65074471.033
Johnny English Reborn,46,2011-10-21,8804328.2,2011-10-21,101.0,PG,Action Comedy,Universal,Oliver Parker,"Rowan Atkinson,Tim Bevan,Eric Fellner",47700000.0,1554.0,"Rowan Atkinson,Rosamund Pike,Gillian Anderson,Dominic West",,,Ilan Eshkeri,10,2011,1.06,5665.59086229,183810036.54,49207087.5623
Johnson Family Vacation,29,2004-04-07,39316994.64,2004-04-07,96.0,PG-13,Comedy,Fox Searchlight,,"Cedric the Entertainer,Paul Hall",15120000.0,1326.0,"Cedric the Entertainer,Vanessa Williams,Bow Wow",,,,4,2004,1.26,29650.8255204,97061276.04,97061276.04
Jonah Hex,33,2010-06-18,11496357.53,2010-06-18,81.0,PG-13,Western,Warner Bros.,Jimmy Hayward,"Akiva Goldsman,Jon Jashni, ,(executive),Andrew Lazar,Thomas Tull, ,(executive)",51230000.0,2825.0,"John Gallagher Jr.,Josh Brolin,John Malkovich,Megan Fox,Michael Fassbender,Will Arnett,Michael Shannon,Lance Reddick,Aidan Quinn","Mark Neveldine,Brian Taylor",,Marco Beltrami,6,2010,1.09,4069.50709027,208637258.15,178954249.953
Journey 2: The Mysterious Island,41,2012-02-10,108014701.6,2012-02-10,94.0,PG,Adventure,Warner Bros. (New Line),Brad Peyton,"Beau Flynn,Charlotte Huggins,Tripp Vinson",82160000.0,3500.0,"Dwayne Johnson,Michael Caine,Josh Hutcherson,Vanessa Hudgens,Luis Guzman,Kristin Davis","Brian Gunn,Mark Gunn,Richard Outten ,(story)",,Andrew Lockington,2,2012,1.04,30861.3433143,131528309.87,64114350.36
Journey to the Center of the Earth,57,2008-07-11,112891850.7,2008-07-11,92.0,PG,Adventure,Warner Bros. (New Line),,"Beau Flynn,Charlotte Huggins,Tripp Vinson, ,(executive)",66600000.0,2830.0,"Brendan Fraser,Josh Hutcherson",,,Andrew Lockington,7,2008,1.11,39891.1133216,75195008.9091,55919296.5033
Joy Ride,75,2001-10-05,29446391.46,2001-10-05,97.0,R,Thriller,Fox,John Dahl,"J.J. Abrams,Arnon Milchan, ,(executive producer),Chris Moore",30820000.0,2522.0,"Steve Zahn,Paul Walker,Leelee Sobieski",J.J. Abrams,,Marco Beltrami,10,2001,1.34,11675.8094607,102073140.26,93347510.75
Julie & Julia,66,2009-08-07,104479222.86,2009-08-07,123.0,PG-13,Comedy / Drama,Sony / Columbia,Nora Ephron,"Nora Ephron,Laurence Mark,Scott Rudin, ,(executive)",44400000.0,2528.0,"Meryl Streep,Amy Adams,Jane Lynch,Stanley Tucci,Chris Messina",Nora Ephron,Stephen Goldblatt,Alexandre Desplat,8,2009,1.11,41328.8065111,141365112.545,64167884.615
Jumanji,39,1995-12-15,100475249.0,1995-12-15,104.0,PG,Family Adventure,Sony / Columbia,Joe Johnston,"Ted Field, ,(executive),Larry J. Franco*, ,(Executive),Scott Kroopf",65000000.0,2530.0,"Robin Williams,Kirsten Dunst,Bonnie Hunt",Jonathan Hensleigh,Thomas E. Ackerman,James Horner,12,1995,1.0,39713.5371542,139429912.75,160913011.182
Jumper,35,2008-02-14,88991062.08,2008-02-14,90.0,PG-13,Fantasy,Fox,Doug Liman,"Simon Kinberg,Arnon Milchan",94350000.0,3430.0,"Hayden Christensen,Jamie Bell,Rachel Bilson,Samuel L. Jackson,Max Thieriot*,AnnaSophia Robb*,Diane Lane*,Kristen Stewart*","David S. Goyer,Simon Kinberg",,John Powell,2,2008,1.11,25944.9160583,251880072.72,65576349.9843
Jumping the Broom,56,2011-05-06,39533117.64,2011-05-06,113.0,PG-13,Comedy,TriStar,Salim Akil,"Elizabeth Hunter,T.D. Jakes",6996000.0,2035.0,"Angela Bassett,Paula Patton,Laz Alonso,Loretta Devine,Meagan Good,Julie Bowen,Mike Epps","Arlene Gibbs,Elizabeth Hunter",,Ed Shearmur,5,2011,1.06,19426.5934349,48815386.9633,11735743.62
Juno,81,2007-12-05,165019554.75,2007-12-05,91.0,PG-13,Comedy / Drama,Fox Searchlight,Jason Reitman,Mason Novick,8625000.0,2534.0,"Ellen Page,Michael Cera,Jennifer Garner,Jason Bateman,Olivia Thirlby,J.K. Simmons,Allison Janney,Rainn Wilson",Diablo Cody,,,12,2007,1.15,65122.160517,260518947.35,70627999.66
Jupiter Ascending,40,2015-02-06,47387723.0,2015-02-06,127.0,PG-13,Sci-Fi,Warner Bros.,Andy & Lana Wachowski,Andy & Lana Wachowski,176000000.0,3181.0,"Channing Tatum,Mila Kunis,Eddie Redmayne,Sean Bean,Gugu Mbatha-Raw",Andy & Lana Wachowski,,Michael Giacchino,2,2015,1.0,14897.1150582,102856653.367,62759710.715
Jurassic Park,68,1993-06-11,357067947.0,1993-06-11,127.0,PG-13,Sci-Fi Horror,Universal,Steven Spielberg,"Kathleen Kennedy,Gerald R. Molen,Colin Wilson*, ,(associate)",63000000.0,2566.0,"Sam Neill,Jeff Goldblum,Laura Dern,Richard Attenborough,Samuel L. Jackson*",David Koepp,,John Williams,6,1993,1.0,139153.525721,83351587.0,175994549.714
Jurassic Park III,42,2001-07-18,242770312.5,2001-07-18,92.0,PG-13,Sci-Fi Horror,Universal,Joe Johnston,"Larry J. Franco,Kathleen Kennedy,Steven Spielberg, ,(executive)",124620000.0,3462.0,"Sam Neill,William H. Macy,Tea Leoni,Laura Dern",Alexander Payne,,,7,2001,1.34,70124.2959272,181667284.0,181476819.363
Jurassic World,59,2015-06-12,652270625.0,2015-06-12,124.0,PG-13,Sci-Fi Horror,Universal,Colin Trevorrow,"Patrick Crowley,Jon Jashni, ,(executive),Frank Marshall,Steven Spielberg, ,(executive),Thomas Tull, ,(executive)",150000000.0,4291.0,"Nick Robinson,Chris Pratt,Bryce Dallas Howard,Jake Johnson,Vincent D'Onofrio,Irrfan Khan,Judy Greer","Derek Connolly,Rick Jaffa,Amanda Silver,Colin Trevorrow",,Michael Giacchino,6,2015,1.0,152009.001398,186454504.507,171027437.89
Just Married,28,2003-01-10,72404038.98,2003-01-10,95.0,PG-13,Romantic Comedy,Fox,Shawn Levy,"Lauren Schuler Donner, ,(executive producer),Robert Simonds",23220000.0,2769.0,"Ashton Kutcher,Brittany Murphy",Sam Harper,Jonathan Brown,Christophe Beck,1,2003,1.29,26148.0819718,62149069.568,89860883.6967
K-PAX,49,2001-10-26,67453569.9,2001-10-26,121.0,PG-13,Drama,Universal,Iain Softley,"Lawrence Gordon,Lloyd Levin",91120000.0,2581.0,"Kevin Spacey,Jeff Bridges",Charles Leavitt,,Ed Shearmur,10,2001,1.34,26134.6648198,55290714.97,75869944.5033
Kangaroo Jack,16,2003-01-17,86346102.27,2003-01-17,89.0,PG,Family Comedy,Warner Bros.,,Jerry Bruckheimer,77400000.0,2848.0,Christopher Walken*,,,Trevor Rabin,1,2003,1.29,30318.1538869,114406290.953,131756374.069
Keane,79,2005-09-09,40572.32,2005-09-09,100.0,R,Drama,Magnolia,,"Steven Soderbergh, ,(executive)",1037000.0,5.0,"Abigail Breslin,Amy Ryan",,,,9,2005,1.22,8114.464,210415381.47,42903581.65
Keeping the Faith,60,2000-04-14,51126074.4,2000-04-14,129.0,PG-13,Romantic Comedy,Buena Vista,,"Gary Barber, ,(executive),Roger Birnbaum, ,(executive),Stuart Blumberg,Jonathan Glickman, ,(executive)",40020000.0,2171.0,"Ben Stiller,Edward Norton,Anne Bancroft",Stuart Blumberg,Anastas N.  Michos,Elmer Bernstein,4,2000,1.38,23549.5506218,75442333.1167,97514344.3867
